MOTIF V_DR4_Q2 LXR,_PXR,_CAR,_COUP,_RAR
MOTIF V_DR3_Q4 VDR,_CAR,_PXR
MOTIF V_HNF4_Q6 HNF-4,_COUP
MOTIF V_ETS_Q6 Ets
MOTIF V_IRF_Q6_01 IRF
MOTIF V_E2A_Q6 E2A
MOTIF V_SMAD_Q6_01 SMAD
MOTIF V_RFX_Q6 RFX
MOTIF V_AHRHIF_Q6 AhR,_Arnt,_HIF-1
MOTIF V_EBF_Q6 EBF
MOTIF V_LEF1TCF1_Q4 LEF-1,_TCF1
MOTIF V_PAX6_Q2 Pax-6
MOTIF V_TBP_Q6 TBP
MOTIF V_CREBATF_Q6 CREB,_ATF
MOTIF V_KROX_Q6 KROX
MOTIF V_MAF_Q6_01 MAF
MOTIF V_PEBP_Q6 PEBP
MOTIF V_STRA13_01 Stra13
MOTIF V_CHCH_01 Churchill
MOTIF V_FOXP1_01 FOXP1
MOTIF V_CDX_Q5 Cdx
MOTIF V_FOXP3_Q4 FOXP3
MOTIF V_TAL1_Q6 Tal-1
MOTIF V_DEC_Q1 DEC
MOTIF V_PBX_Q3 Pbx
MOTIF V_AIRE_01 AIRE
MOTIF V_AIRE_02 AIRE
MOTIF V_DEAF1_01 DEAF1
MOTIF V_DEAF1_02 DEAF1
MOTIF V_HELIOSA_01 Helios_A
MOTIF V_HELIOSA_02 Helios_A
MOTIF V_SRF_Q5_02 SRF
MOTIF V_HES1_Q2 HES-1
MOTIF V_HMGIY_Q3 HMGIY
MOTIF V_HNF1_Q6_01 HNF-1
MOTIF V_HNF3_Q6_01 HNF3
MOTIF V_IPF1_Q4_01 ipf1
MOTIF V_SOX_Q6 SOX
MOTIF V_SOX17_01 Sox-17
MOTIF V_PBX1_03 Pbx-1
MOTIF V_TBX5_01 Tbx5
MOTIF V_TBX5_02 Tbx5
MOTIF V_LEF1_Q2_01 LEF-1
MOTIF V_HSF1_Q6 HSF1
MOTIF V_NRSF_Q4 NRSF
MOTIF V_TFE_Q6 TFE
MOTIF V_HNF4_Q6_01 HNF-4
MOTIF V_HNF4_Q6_02 HNF-4
MOTIF V_HNF4_Q6_03 HNF-4
MOTIF V_EBOX_Q6_01 Ebox
MOTIF V_YY1_Q6_02 YY1
MOTIF V_COUPTF_Q6 COUPTF
MOTIF V_GLI_Q2 GLI
MOTIF V_GLI1_Q2 GLI1
MOTIF V_NKX25_Q5 CSX
MOTIF V_TBX5_Q5 Tbx5
MOTIF V_AP2ALPHA_02 AP-2alphaA
MOTIF V_AP2ALPHA_03 AP-2alphaA
MOTIF V_GFI1B_01 Gfi1b
MOTIF V_BLIMP1_Q6 Blimp-1
MOTIF V_GFI1_Q6 Gfi1
MOTIF V_GZF1_01 GZF1
MOTIF V_CMAF_01 c-Maf
MOTIF V_HIC1_02 HIC1
MOTIF V_HIC1_03 HIC1
MOTIF V_PLZF_02 PLZF
MOTIF V_CETS1P54_03 c-Ets-1_p54
MOTIF V_ZEC_01 Zec
MOTIF V_BRCA_01 BRCA1:USF2
MOTIF V_LRF_Q2 LRF
MOTIF V_MOVOB_01 MOVO-B
MOTIF V_ZBRK1_01 ZBRK1
MOTIF V_RUSH1A_02 RUSH-1alpha
MOTIF V_HOXA7_01 HOXA7
MOTIF V_SZF11_01 SZF1-1
