ENSG00000145192
ENSG00000162365
ENSG00000104413
ENSG00000175003
ENSG00000214274
ENSG00000005471
ENSG00000180210
ENSG00000166145
ENSG00000130222
ENSG00000103569
ENSG00000162366
ENSG00000130649
ENSG00000005421
ENSG00000116785
ENSG00000121410
ENSG00000123843
ENSG00000025423
ENSG00000248144
ENSG00000161267
ENSG00000166183
ENSG00000134240
ENSG00000113600
ENSG00000161031
ENSG00000198848
ENSG00000130203
ENSG00000110887
ENSG00000111181
ENSG00000139547
ENSG00000116761
ENSG00000080293
ENSG00000244067
ENSG00000137561
ENSG00000183747
ENSG00000109181
ENSG00000156096
ENSG00000275190
ENSG00000134538
ENSG00000278767
ENSG00000101981
ENSG00000250799
ENSG00000122194
ENSG00000114200
ENSG00000132855
ENSG00000080618
ENSG00000215644
ENSG00000110243
ENSG00000140093
ENSG00000235696
ENSG00000100024
ENSG00000162267
ENSG00000134339
ENSG00000157131
ENSG00000136689
ENSG00000255071
ENSG00000099954
ENSG00000149124
ENSG00000104760
ENSG00000139209
ENSG00000167642
ENSG00000262635
ENSG00000057593
ENSG00000141934
ENSG00000141485
ENSG00000109758
ENSG00000198610
ENSG00000138823
ENSG00000160339
ENSG00000073734
ENSG00000143257
ENSG00000188257
ENSG00000141338
ENSG00000105664
ENSG00000182566
ENSG00000138315
ENSG00000129214
ENSG00000113790
ENSG00000187758
ENSG00000167767
ENSG00000091583
ENSG00000122870
ENSG00000167711
ENSG00000136872
ENSG00000143921
ENSG00000060566
ENSG00000106327
ENSG00000111713
ENSG00000197956
ENSG00000189143
ENSG00000275211
ENSG00000055955
ENSG00000119888
ENSG00000111700
ENSG00000165471
ENSG00000267467
ENSG00000145692
ENSG00000145321
ENSG00000146038
ENSG00000255974
ENSG00000086548
ENSG00000168509
ENSG00000129596
ENSG00000110169
ENSG00000123453
ENSG00000241635
ENSG00000137204
ENSG00000160862
ENSG00000157765
ENSG00000126231
ENSG00000124225
ENSG00000257017
ENSG00000047457
ENSG00000119711
ENSG00000005884
ENSG00000125551
ENSG00000169715
ENSG00000243696
ENSG00000164089
ENSG00000163631
ENSG00000175336
ENSG00000171234
ENSG00000150656
ENSG00000159650
ENSG00000171564
ENSG00000138109
ENSG00000224389
ENSG00000100889
ENSG00000166148
ENSG00000140505
ENSG00000183044
ENSG00000144908
ENSG00000213512
ENSG00000108821
ENSG00000186910
ENSG00000158571
ENSG00000058085
ENSG00000173432
ENSG00000187048
ENSG00000132470
ENSG00000135069
ENSG00000157087
ENSG00000132837
ENSG00000151224
ENSG00000036473
ENSG00000123243
ENSG00000090539
ENSG00000198077
ENSG00000118137
ENSG00000163586
ENSG00000084110
ENSG00000019169
ENSG00000138075
ENSG00000101204
ENSG00000211452
ENSG00000072080
ENSG00000224916
ENSG00000234906
ENSG00000235017
ENSG00000115718
ENSG00000275152
ENSG00000141505
ENSG00000126838
ENSG00000196600
ENSG00000205358
ENSG00000266964
ENSG00000165828
ENSG00000170509
ENSG00000198670
ENSG00000172425
ENSG00000261701
ENSG00000166840
ENSG00000179761
ENSG00000142748
ENSG00000019505
ENSG00000113492
ENSG00000131482
ENSG00000163581
ENSG00000106927
ENSG00000180875
ENSG00000276911
ENSG00000204653
ENSG00000007933
ENSG00000198650
ENSG00000066813
ENSG00000142494
ENSG00000125144
ENSG00000151726
ENSG00000110436
ENSG00000164120
ENSG00000138356
ENSG00000113889
ENSG00000116690
ENSG00000148965
ENSG00000275544
ENSG00000143278
ENSG00000165841
ENSG00000009724
ENSG00000101323
ENSG00000229314
ENSG00000162482
ENSG00000009950
ENSG00000277893
ENSG00000140107
ENSG00000158874
ENSG00000171560
ENSG00000206372
ENSG00000187193
ENSG00000231543
ENSG00000244414
ENSG00000080910
ENSG00000125148
ENSG00000144852
ENSG00000168306
ENSG00000001626
ENSG00000172482
ENSG00000180432
ENSG00000244731
ENSG00000226560
ENSG00000099937
ENSG00000091513
ENSG00000135094
ENSG00000184999
ENSG00000272398
ENSG00000171557
ENSG00000120907
ENSG00000055957
ENSG00000145626
ENSG00000079557
ENSG00000100652
ENSG00000123838
ENSG00000117601
ENSG00000130707
ENSG00000133048
ENSG00000183549
ENSG00000138030
ENSG00000166391
ENSG00000243955
ENSG00000163959
ENSG00000114771
ENSG00000118785
ENSG00000172955
ENSG00000138115
ENSG00000124253
ENSG00000131187
ENSG00000145826
ENSG00000182902
ENSG00000117594
ENSG00000145708
ENSG00000021826
ENSG00000101210
ENSG00000244474
ENSG00000186529
ENSG00000197408
ENSG00000105697
ENSG00000006118
ENSG00000169738
ENSG00000175189
ENSG00000151365
ENSG00000083807
ENSG00000165140
ENSG00000090512
ENSG00000178772
ENSG00000163362
ENSG00000113905
ENSG00000118271
ENSG00000113361
ENSG00000073754
ENSG00000110245
ENSG00000021852
ENSG00000135480
ENSG00000262243
ENSG00000129988
ENSG00000158104
ENSG00000138207
ENSG00000104938
ENSG00000186480
ENSG00000122787
ENSG00000188338
ENSG00000172497
ENSG00000105398
ENSG00000163687
ENSG00000124713
ENSG00000171345
ENSG00000168389
ENSG00000118520
ENSG00000130208
ENSG00000196616
ENSG00000116882
ENSG00000023839
ENSG00000099834
ENSG00000147647
ENSG00000214855
ENSG00000273572
ENSG00000167798
ENSG00000233377
ENSG00000256612
ENSG00000003989
ENSG00000186115
ENSG00000160282
ENSG00000151790
ENSG00000039537
ENSG00000134389
ENSG00000228278
ENSG00000135447
ENSG00000198099
ENSG00000134365
ENSG00000006611
ENSG00000088926
ENSG00000164344
ENSG00000160868
ENSG00000132840
