Gene stable ID
ENSG00000237405
ENSG00000143320
ENSG00000145147
ENSG00000006016
ENSG00000168484
ENSG00000108821
ENSG00000276184
ENSG00000183287
ENSG00000164932
ENSG00000137673
ENSG00000139874
ENSG00000183607
ENSG00000231268
ENSG00000109906
ENSG00000163815
ENSG00000244734
ENSG00000118322
ENSG00000165973
ENSG00000179776
ENSG00000175832
ENSG00000139567
ENSG00000120156
ENSG00000130513
ENSG00000136546
ENSG00000137878
ENSG00000105974
ENSG00000085552
ENSG00000173114
ENSG00000136160
ENSG00000118526
ENSG00000183010
ENSG00000196616
ENSG00000010319
ENSG00000159166
ENSG00000092421
ENSG00000115602
ENSG00000173898
ENSG00000106809
ENSG00000167434
ENSG00000148702
ENSG00000155066
ENSG00000276886
ENSG00000029993
ENSG00000131477
ENSG00000165810
ENSG00000165072
ENSG00000154133
ENSG00000275365
ENSG00000173227
ENSG00000131747
ENSG00000065618
ENSG00000229058
ENSG00000114812
ENSG00000108576
ENSG00000105388
ENSG00000022267
ENSG00000146013
ENSG00000125740
ENSG00000155511
ENSG00000161649
ENSG00000243566
ENSG00000196549
ENSG00000144452
ENSG00000164855
ENSG00000275013
ENSG00000133800
ENSG00000168309
ENSG00000103034
ENSG00000141338
ENSG00000135218
ENSG00000168528
ENSG00000185303
ENSG00000069702
ENSG00000234137
ENSG00000156218
ENSG00000262406
ENSG00000166923
ENSG00000004799
ENSG00000122852
ENSG00000236236
ENSG00000237962
ENSG00000137648
ENSG00000165474
ENSG00000108846
ENSG00000169744
ENSG00000106541
ENSG00000198691
ENSG00000159307
ENSG00000089250
ENSG00000227506
ENSG00000134917
ENSG00000204305
ENSG00000164266
ENSG00000105227
ENSG00000171056
ENSG00000233323
ENSG00000158125
ENSG00000170439
ENSG00000112782
ENSG00000064989
ENSG00000277494
ENSG00000055813
ENSG00000266524
ENSG00000182010
ENSG00000196611
ENSG00000206320
ENSG00000175084
ENSG00000168481
ENSG00000198488
ENSG00000171243
ENSG00000166292
ENSG00000176771
ENSG00000066405
ENSG00000230514
ENSG00000156234
ENSG00000258947
ENSG00000148677
ENSG00000171004
ENSG00000116016
ENSG00000169903
ENSG00000165376
ENSG00000165215
ENSG00000186994
ENSG00000188536
ENSG00000234729
ENSG00000124664
ENSG00000206384
ENSG00000171303
ENSG00000132622
ENSG00000229353
ENSG00000149021
ENSG00000103460
ENSG00000152580
ENSG00000241644
ENSG00000206258
ENSG00000158764
ENSG00000168477
ENSG00000147689
ENSG00000231350
ENSG00000118785
ENSG00000170323
ENSG00000206463
ENSG00000171115
ENSG00000179913
ENSG00000272620
ENSG00000185686
ENSG00000170373
ENSG00000236221
ENSG00000103241
ENSG00000181019
ENSG00000140297
ENSG00000198844
ENSG00000107742
ENSG00000142748
ENSG00000204544
ENSG00000229341
ENSG00000278608
ENSG00000047457
ENSG00000156076
ENSG00000114631
ENSG00000122679
ENSG00000223590
ENSG00000105664
ENSG00000170989
ENSG00000175793
ENSG00000123500
ENSG00000062038
ENSG00000060718
ENSG00000231608
ENSG00000101842
ENSG00000164161
ENSG00000176971
ENSG00000180440
ENSG00000094963
ENSG00000107159
ENSG00000168952
ENSG00000099953
ENSG00000164035
ENSG00000127329
ENSG00000112902
ENSG00000150625
ENSG00000282046
